Feature ID	Taxon	Confidence
0110fc6ca0347cd659c8b81dfef9e868	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella;s__Moraxella_sp.	0.7476533288284167
01150465122f5fd0ccf24629a0aeb0c6	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Chloroplast;f__Chloroplast;g__Chloroplast	0.9981677260946911
011d3c6a749372cde20e0fa44188632b	d__Bacteria;p__Planctomycetota;c__OM190;o__OM190;f__OM190;g__OM190;s__uncultured_bacterium	0.9518065932385771
01216ab107c6e6a9c0316059b151c21c	d__Bacteria;p__Armatimonadota;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadales;g__Chthonomonadales;s__uncultured_bacterium	0.9996671415294197
012bc221920394cff6bf91ee52c38485	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Larkinella	0.9999956259152325
012cd3ba90de2d2478146c4a8f241497	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__uncultured	0.9964638103553682
012db219398d2465f8edae04a7c9b5fe	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter	0.999991630941785
013424f77ba547355d05a245a4b2c213	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae	0.9951713403356578
01357bc567746fca11eefbbf4f2241ac	d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__uncultured;s__uncultured_bacterium	0.7960035414054533
013ac32d4b2104b3cda7c90274f80f9b	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__37-13;g__37-13;s__uncultured_Bacteroidetes	0.946806885918739
013b5e42ccb4e72cb83cfe9cbef3f46a	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_comes	0.9312822228283
013f6f4893d81378d9441007923276a5	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__Pedosphaeraceae;s__uncultured_bacterium	0.7968679309995212
0140bfd3bec9ee21625777a14738d7dc	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__uncultured;g__uncultured	0.9744867774806782
01432e1b10a8b9e5e1121496ab919694	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__uncultured;g__uncultured;s__uncultured_Candidatus	0.9088158763557479
014880fd70ec4b495ce51a455f2c4233	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__Haliangium	0.9897396189547599
014acc4b0d5c5499b4a02efcc97aa571	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Chthoniobacter;s__uncultured_bacterium	0.7679870603183654
014e54cd5e88092dc6be944edfd8f35f	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Phaeodactylibacter;s__uncultured_Haliscomenobacter	0.8946267730518148
014f85fd116ec7cef031a89c13ab3ba3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae	0.9683521956118488
0153b831a772389131658dddf0435ba5	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__uncultured;s__uncultured_bacterium	0.7082899881040738
01549bafb81106cd716f9a8bf3e206d0	d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales	0.9157818657703407
015c26a40dc87ca37095b0ee17396f37	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Microscillaceae;g__Chryseolinea;s__metagenome	0.9922420037086757
015d55b7ca8a613445ad5c9e06d68a5b	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__Peredibacter	0.9991176534389108
016096e8e66ae100b85ed2db261ee668	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Candidatus_Koribacter;s__uncultured_bacterium	0.931737438924311
0160e569a4550c0c5d1acc7b7b7f088b	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__uncultured;s__uncultured_bacterium	0.9022490963073635
01632b890b4b24b14f7a55fc05bec489	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__Pedosphaeraceae	0.7362564997826999
01649b11e2ba7ad0a35f2e0de316c450	d__Bacteria;p__Cyanobacteria;c__Vampirivibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__Obscuribacteraceae;s__uncultured_bacterium	0.9844798948431588
016637cde6e12987d3dcd5742d0d64cf	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__uncultured;s__uncultured_bacterium	0.9668404704713712
01698fec892218d53c7c748d7bc5705b	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__uncultured;g__uncultured	0.9955484676766644
016f4d064aabaa475bec0ea0bddc17cc	d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__0319-6G20;f__0319-6G20;g__0319-6G20	0.9998796370722937
0170c06af5040fbc989358eea4f8dbe3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae	0.9999967198489176
017272890668485cc2bca24f3074d8e5	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__uncultured	0.9974457420942094
01732b8a92652be11298b08e79d68d41	d__Bacteria;p__Latescibacterota;c__Latescibacterota;o__Latescibacterota;f__Latescibacterota;g__Latescibacterota;s__uncultured_soil	0.7001854157325677
0175128599df91d85c361b117edd5670	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae	0.9941904060206599
017b3372033415561a861c1782518677	d__Bacteria;p__Firmicutes;c__Thermovenabulia;o__Thermovenabulales;f__Thermovenabulales;g__Tepidanaerobacter;s__uncultured_bacterium	0.7079420521007165
017fa2a0086ebb4fa00026fb353bf054	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	0.977635681542854
0186dd2de55acbe7a097f70ba087711b	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__uncultured;g__uncultured;s__uncultured_bacterium	0.9367235400012301
018826c55b5535d1a0c9a3113d4a55b4	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__AKYH767;g__AKYH767;s__uncultured_Bacteroidetes	0.7550047327162627
018aa14f61d040aa68cd42afc0f1b70c	d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__0319-6G20;f__0319-6G20;g__0319-6G20	0.9772351167202076
018d60c3ea76e48166104c218a43880a	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__Fimbriimonadaceae;s__uncultured_bacterium	0.8923818115581932
018de555710536149ed39b104c45db67	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__RBG-13-54-9;f__RBG-13-54-9;g__RBG-13-54-9	0.997049215281402
019565e575d9cc74bf58e18236779b6d	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__uncultured;s__uncultured_bacterium	0.9387669885544463
0197a4c56ffd348cbec95bd19662c61e	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__Massilia_timonae	0.914665695075943
0199a4a2111f26383c0c23be4dd28775	Unassigned	0.3279883704422598
01a1194755d1657ef863084825545e99	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Jeotgalibacillus;s__Jeotgalibacillus_sp.	0.7868177735038929
01a30aaec1950a3d207a8b65bee5216e	d__Bacteria;p__Cyanobacteria;c__Sericytochromatia;o__Sericytochromatia;f__Sericytochromatia;g__Sericytochromatia;s__Hyaloperonospora_arabidopsidis	0.9500924138260316
01a3714d7dad4ca9b55f7e9f0fbcbfa6	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__uncultured_bacterium	0.9182481333834097
01a8e8aafb92a2d5993a29e2cbd68d06	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__uncultured_bacterium	0.9751888689062795
01b183b06db2ff2d053b78896c44f71b	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae	0.9944403920050378
01b8be573aee569d8c98749a4f0e9e18	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__Oryza_barthii	0.999044565817771
01b9252e0660cf59b6f52e12b9f462bb	d__Bacteria;p__Firmicutes;c__Clostridia;o__Thermincolales;f__Thermincolaceae;g__Thermincola;s__uncultured_Peptococcaceae	0.9375388398023918
01baff9f9c1f1773c73cdad5a5a39a4c	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Proteiniboraceae;g__Proteiniborus;s__uncultured_bacterium	0.8144118806281584
01c0773b2e004598eae385826ee92583	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__BIrii41;g__BIrii41	0.9996190077984656
01c53a6fc2c4a823ac20e4c4e43b2485	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__uncultured;s__uncultured_bacterium	0.9191217705286396
01c5528974d113864d2e72ee4593eb3a	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__uncultured	0.9999855052540558
01c73e10aa5d430f5bff5f67758a962b	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__uncultured;s__uncultured_Sphingobacteriales	0.8209444378668489
01c887a366af27703b68bb3c44f7716e	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__uncultured	0.8670075852190696
01cb726449ac086a986ac28fda2ce6db	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavisolibacter	0.7083621065412341
01ce9664ba4983b1c3354f89680089cb	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae	0.9994934638366874
01d138437927ab3daf3aa2a73fad7a80	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_xinghaiensis	0.7444699979134569
01d1beffcce3673f41b0d0ad0be9025f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Ellin6067;s__uncultured_Oxalobacteraceae	0.8718006507808755
01d61bf68fe07ff5f9e35d3f4f224e35	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__uncultured;s__uncultured_bacterium	0.957015649337328
01dd53e3f65309f4aee95c531174a01a	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Rubinisphaeraceae;g__SH-PL14	0.9998015720673082
01e21ee370271467cea8f6840ece289c	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Bryobacter;s__metagenome	0.7951313956489663
01e34299943fe364be248e11dd2719b5	d__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__Gitt-GS-136;f__Gitt-GS-136;g__Gitt-GS-136;s__uncultured_bacterium	0.9333057206909612
01f22ba4b511d3020eaf4f37511f30cd	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaeraceae	0.9836307526982982
01f7620c84a812384da6428d5d61b561	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae	0.9986998772087039
01f88cfd971df4318955a0a33c70a715	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__uncultured;s__uncultured_bacterium	0.7482760597736215
01fda8bd61e35dc0e51d2463995ce922	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Nodosilineaceae;g__Nodosilinea_PCC-7104	0.9997315580222214
0201154a3b529ae19441ef00eb59e9b5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae	0.9999665990032988
020580ee1815e394f5c0b8d452d823a1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	0.9995894200477683
02058dd332a8fbc55a4f05a3704451b7	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae	0.9997740186602846
0207b6682242307c17d0d7f63e023cd0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__IMCC26256;f__IMCC26256;g__IMCC26256	0.7329403210302822
02089f36f6c9228686bc73b54474bb59	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Subgroup_7;f__Subgroup_7;g__Subgroup_7	0.9975976955533719
